sample_id,split,label,pixel_00,pixel_01,pixel_02,pixel_03,pixel_04,pixel_05,pixel_06,pixel_07,pixel_08,pixel_09,pixel_10,pixel_11,pixel_12,pixel_13,pixel_14,pixel_15,pixel_16,pixel_17,pixel_18,pixel_19,pixel_20,pixel_21,pixel_22,pixel_23,pixel_24,pixel_25,pixel_26,pixel_27,pixel_28,pixel_29,pixel_30,pixel_31,pixel_32,pixel_33,pixel_34,pixel_35,pixel_36,pixel_37,pixel_38,pixel_39,pixel_40,pixel_41,pixel_42,pixel_43,pixel_44,pixel_45,pixel_46,pixel_47,pixel_48,pixel_49,pixel_50,pixel_51,pixel_52,pixel_53,pixel_54,pixel_55,pixel_56,pixel_57,pixel_58,pixel_59,pixel_60,pixel_61,pixel_62,pixel_63
DIGIT-1022,test,0,0,0,6,16,16,8,0,0,0,2,16,8,9,16,3,0,0,8,16,1,0,9,9,0,0,9,12,0,0,8,12,0,0,10,12,0,0,8,10,0,0,8,13,0,0,9,8,0,0,2,16,8,6,15,3,0,0,0,8,16,15,8,0,0
DIGIT-1023,test,0,0,0,6,16,15,5,0,0,0,1,16,14,8,15,1,0,0,9,13,1,0,12,6,0,0,5,9,0,0,9,10,0,0,6,9,0,0,9,11,0,0,7,16,1,0,11,11,0,0,3,16,11,13,16,8,0,0,0,8,16,16,12,1,0
DIGIT-1024,test,0,0,0,9,16,15,14,1,0,0,1,15,15,5,10,7,0,0,6,16,1,0,1,8,0,0,8,13,0,0,4,8,0,0,7,6,0,0,6,6,0,0,5,9,0,0,13,1,0,0,0,16,5,12,12,0,0,0,0,8,15,10,1,0,0
DIGIT-1025,test,0,0,0,4,13,8,0,0,0,0,0,13,16,15,7,0,0,0,3,16,9,6,15,6,0,0,8,14,0,0,4,8,0,0,8,12,0,0,4,8,0,0,4,12,0,0,11,6,0,0,0,14,10,12,14,1,0,0,0,7,15,11,2,0,0
DIGIT-1026,test,0,0,0,4,13,14,8,0,0,0,3,14,3,1,16,3,0,0,7,9,0,0,14,6,0,0,8,4,0,0,16,4,0,0,8,6,0,0,16,0,0,0,3,11,0,1,14,0,0,0,0,12,4,6,11,0,0,0,0,5,16,14,1,0,0
DIGIT-1027,test,0,0,0,7,16,15,1,0,0,0,5,16,13,16,8,0,0,0,9,11,0,4,16,4,0,0,12,8,0,0,11,11,0,0,11,8,0,0,8,12,0,0,8,13,0,0,12,10,0,0,2,16,9,12,15,3,0,0,0,8,16,13,5,0,0
DIGIT-1028,test,0,0,0,9,13,8,0,0,0,0,0,13,16,16,12,0,0,0,2,16,7,6,15,3,0,0,8,14,0,0,8,3,0,0,5,14,0,0,8,8,0,0,2,16,13,11,14,4,0,0,3,16,15,16,6,0,0,0,0,6,14,8,0,0,0
DIGIT-1029,test,0,0,0,5,12,0,0,0,0,0,0,14,10,14,12,0,0,0,2,16,16,8,11,2,0,0,3,16,11,0,9,3,0,0,5,12,2,0,12,4,0,0,1,12,0,0,13,3,0,0,0,13,6,8,13,0,0,0,0,3,14,12,3,0,0
DIGIT-1030,test,0,0,0,0,10,15,1,0,0,0,0,5,16,16,10,0,0,0,0,14,6,6,15,0,0,0,4,16,4,0,15,3,0,0,5,15,5,0,11,5,0,0,0,12,11,0,13,5,0,0,0,8,16,16,16,3,0,0,0,1,8,13,8,0,0
DIGIT-1031,test,1,0,0,0,15,11,0,0,0,0,0,6,16,16,2,0,0,0,0,10,16,16,1,0,0,0,2,16,16,16,3,0,0,0,7,16,16,14,0,0,0,0,0,3,15,10,0,0,0,0,0,0,15,7,0,0,0,0,0,0,14,4,0,0,0
DIGIT-1032,test,1,0,0,2,14,15,4,0,0,0,0,2,16,16,11,0,0,0,0,2,16,16,10,0,0,0,0,5,16,16,7,0,0,0,0,14,16,14,2,0,0,0,4,16,16,8,0,0,0,0,3,15,16,8,0,0,0,0,0,5,15,13,2,0,0
DIGIT-1033,test,1,0,0,4,12,13,2,0,0,0,0,5,16,16,5,0,0,0,0,5,16,16,6,0,0,0,0,9,16,15,0,0,0,0,0,10,16,14,0,0,0,0,0,12,16,12,0,0,0,0,0,5,16,11,0,0,0,0,0,6,16,13,0,0,0
DIGIT-1034,test,1,0,0,0,0,7,16,6,0,0,0,0,4,16,16,4,0,0,2,11,15,16,16,7,0,0,10,16,13,10,16,4,0,0,1,3,0,4,16,5,0,0,0,0,0,7,16,7,0,0,0,0,0,9,16,8,0,0,0,0,0,9,16,6,0
DIGIT-1035,test,1,0,0,0,12,16,9,0,0,0,0,2,16,16,6,0,0,0,0,3,16,16,2,0,0,0,0,8,16,12,0,0,0,0,0,6,16,16,0,0,0,0,0,10,16,15,1,0,0,0,0,9,16,11,0,0,0,0,0,8,16,10,0,0,0
DIGIT-1036,test,1,0,0,0,3,16,8,0,0,0,0,0,11,16,9,0,0,0,3,12,16,16,8,0,0,0,13,16,9,16,8,0,0,0,1,2,0,16,8,0,0,0,0,0,2,16,4,0,0,0,0,0,2,16,6,0,0,0,0,0,1,16,9,0,0
DIGIT-1037,test,1,0,0,0,5,16,8,0,0,0,0,4,16,16,8,0,0,0,2,15,16,16,8,0,0,0,4,8,12,16,5,0,0,0,0,0,6,16,11,0,0,0,0,0,6,16,12,0,0,0,0,0,6,16,15,1,0,0,0,0,4,15,11,2,0
DIGIT-1038,test,1,0,0,0,12,13,5,0,0,0,0,0,11,16,9,0,0,0,0,3,15,16,6,0,0,0,7,15,16,16,2,0,0,0,0,1,16,16,3,0,0,0,0,1,16,16,6,0,0,0,0,1,16,16,6,0,0,0,0,0,11,16,10,0,0
DIGIT-1039,test,1,0,0,1,12,11,1,0,0,0,0,1,16,16,4,0,0,0,0,3,16,15,2,0,0,0,0,9,16,12,0,0,0,0,0,12,16,5,0,0,0,0,0,14,16,6,0,0,0,0,0,9,16,8,0,0,0,0,0,2,11,13,1,0,0
DIGIT-1040,test,1,0,0,0,0,5,15,1,0,0,0,0,0,11,16,1,0,0,0,0,8,15,16,3,0,0,2,13,15,5,16,0,0,0,8,14,2,3,16,0,0,0,0,0,0,4,15,0,0,0,0,0,0,5,15,0,0,0,0,0,0,5,16,1,0
DIGIT-1041,test,1,0,0,1,12,10,3,0,0,0,0,7,16,16,7,0,0,0,0,12,16,16,3,0,0,0,0,14,16,16,2,0,0,0,1,15,16,16,5,0,0,0,0,15,16,15,2,0,0,0,0,11,16,16,8,0,0,0,0,1,7,12,10,0,0
DIGIT-1042,test,1,0,0,2,16,13,0,0,0,0,0,4,16,15,0,0,0,0,0,4,16,12,0,0,0,0,0,7,16,10,0,0,0,0,0,5,16,9,0,0,0,0,0,7,16,7,0,0,0,0,0,3,16,9,0,0,0,0,0,1,12,15,0,0,0
DIGIT-1043,test,1,0,0,0,1,10,16,8,0,0,1,8,15,16,16,9,0,0,10,16,13,11,16,8,0,0,1,4,0,10,16,4,0,0,0,0,0,12,16,0,0,0,0,0,0,12,16,0,0,0,0,0,0,12,16,3,0,0,0,0,0,10,16,7,0
DIGIT-1044,test,1,0,0,0,0,14,7,0,0,0,0,0,13,16,9,0,0,0,0,10,16,16,7,0,0,0,7,16,8,16,2,0,0,0,1,5,6,16,6,0,0,0,0,0,4,16,6,0,0,0,0,0,2,16,6,0,0,0,0,0,0,12,11,0,0
DIGIT-1045,test,1,0,0,0,7,16,16,7,0,0,0,0,14,16,16,4,0,0,2,13,16,16,12,0,0,0,7,16,16,16,12,0,0,0,0,0,10,16,8,0,0,0,0,0,11,16,13,0,0,0,0,0,10,16,16,2,0,0,0,0,9,16,12,2,0
DIGIT-1046,test,1,0,0,1,14,2,0,0,0,0,0,0,16,5,0,0,0,0,0,0,14,10,0,0,0,0,0,0,11,16,1,0,0,0,0,0,3,14,6,0,0,0,0,0,0,8,12,0,0,0,0,10,14,13,16,8,3,0,0,2,11,12,15,16,15
DIGIT-1047,test,1,0,0,5,15,13,12,4,0,0,0,11,16,16,14,0,0,0,0,16,16,16,8,0,0,0,4,16,16,15,3,0,0,0,2,16,16,8,0,0,0,0,0,16,15,3,0,0,0,0,0,10,16,4,0,0,0,0,0,8,15,3,0,0,0
DIGIT-1048,test,1,0,0,0,1,14,13,1,0,0,0,0,1,16,16,3,0,0,5,11,15,16,16,0,0,0,4,15,16,16,15,0,0,0,0,0,8,16,7,0,0,0,0,0,10,16,3,0,0,0,0,0,8,16,6,0,0,0,0,0,2,13,15,2,0
DIGIT-1049,test,1,0,0,7,16,13,4,0,0,0,0,7,16,16,9,0,0,0,0,1,16,16,9,0,0,0,0,3,16,16,9,0,0,0,0,8,16,16,8,0,0,0,0,10,16,16,4,0,0,0,0,9,16,14,1,0,0,0,0,4,12,14,8,0,0
DIGIT-1050,test,1,0,0,0,0,3,15,6,0,0,0,0,0,11,16,7,0,0,0,0,9,16,16,4,0,0,0,10,16,16,16,4,0,0,4,16,7,8,16,4,0,0,1,4,0,10,16,2,0,0,0,0,0,7,16,1,0,0,0,0,0,3,16,1,0
DIGIT-1051,test,1,0,0,0,2,13,9,0,0,0,0,0,7,16,15,0,0,0,0,0,11,16,7,0,0,0,0,0,15,16,2,0,0,0,0,7,16,14,0,0,0,0,0,13,16,14,0,0,0,0,0,8,15,16,0,0,0,0,0,0,3,13,8,0,0
DIGIT-1052,test,1,0,0,0,13,15,8,0,0,0,0,1,16,16,10,0,0,0,0,1,16,16,8,0,0,0,0,4,16,16,2,0,0,0,0,11,16,14,0,0,0,0,2,16,16,10,0,0,0,0,0,13,16,15,2,0,0,0,0,1,13,16,4,0,0
DIGIT-1053,test,1,0,1,11,16,15,12,3,0,0,1,13,16,16,12,0,0,0,2,16,16,16,8,0,0,0,0,16,16,16,2,0,0,0,8,16,16,14,0,0,0,0,7,16,16,9,0,0,0,0,1,13,16,13,1,0,0,0,0,8,16,12,0,0,0
DIGIT-1054,test,1,0,0,5,14,12,5,0,0,0,0,13,16,16,9,0,0,0,0,11,16,16,9,0,0,0,0,11,16,16,7,0,0,0,0,10,16,16,2,0,0,0,0,13,16,15,0,0,0,0,0,14,16,13,0,0,0,0,0,7,13,16,8,0,0
DIGIT-1055,test,1,0,0,1,14,7,0,0,0,0,0,6,16,16,1,0,0,0,0,7,16,15,0,0,0,0,0,6,16,15,0,0,0,0,0,6,16,15,0,0,0,0,0,4,16,16,1,0,0,0,0,4,16,16,6,0,0,0,0,1,15,16,8,0,0
DIGIT-1056,test,1,0,0,0,8,13,3,0,0,0,0,8,16,16,8,0,0,0,12,16,16,16,2,0,0,0,9,9,16,10,0,0,0,0,0,2,15,8,0,0,0,0,0,4,16,7,0,0,0,0,0,3,16,10,0,0,0,0,0,0,7,13,2,0,0
DIGIT-1057,test,1,0,0,5,16,14,8,0,0,0,0,4,16,16,7,0,0,0,0,14,16,16,8,0,0,0,0,14,16,16,8,0,0,0,0,11,16,16,5,0,0,0,0,10,16,16,8,0,0,0,0,11,16,16,14,3,0,0,0,6,16,16,16,3,0
DIGIT-1058,test,1,0,0,0,14,10,0,0,0,0,3,14,16,13,0,0,0,2,16,16,16,5,0,0,0,1,11,14,15,1,0,0,0,0,0,8,16,1,0,0,0,0,0,7,16,1,0,0,0,0,0,1,15,5,0,0,0,0,0,0,13,13,0,0,0
DIGIT-1059,test,1,0,0,5,15,2,0,0,0,0,0,1,16,8,0,0,0,0,0,0,14,12,0,0,0,0,0,2,16,16,3,0,0,0,0,2,9,14,6,0,0,0,0,0,0,6,13,0,0,0,0,2,10,12,16,4,4,0,0,4,15,16,16,16,16
DIGIT-1060,test,1,0,0,4,16,15,4,0,0,0,0,8,16,16,4,0,0,0,0,12,16,13,0,0,0,0,2,16,16,10,0,0,0,0,3,16,16,8,0,0,0,0,2,16,16,12,0,0,0,0,0,9,16,16,4,0,0,0,0,3,12,14,11,0,0
DIGIT-1061,test,2,0,2,15,16,6,0,0,0,0,5,16,15,14,0,0,0,0,5,13,10,14,0,0,0,0,0,0,12,12,0,0,0,0,0,1,16,7,0,0,0,0,0,10,15,2,0,0,0,0,3,16,10,8,6,1,0,0,2,15,16,16,16,7,0
DIGIT-1062,test,2,0,2,15,16,15,2,0,0,0,8,14,8,14,8,0,0,0,7,5,2,16,5,0,0,0,0,0,12,13,0,0,0,0,0,8,15,1,0,0,0,0,1,15,7,0,0,0,0,0,4,16,9,8,8,2,0,0,2,15,16,16,16,13,0
DIGIT-1063,test,2,0,1,11,13,2,0,0,0,0,8,15,15,6,0,0,0,0,10,9,6,14,0,0,0,0,3,10,4,10,0,0,0,0,0,0,11,7,0,0,0,0,0,2,15,3,0,0,0,0,2,13,16,13,11,2,0,0,1,12,12,12,15,11,0
DIGIT-1064,test,2,0,0,6,15,9,0,0,0,0,9,16,14,16,1,0,0,0,14,12,3,16,4,0,0,0,9,11,3,16,3,0,0,0,0,2,9,16,0,0,0,0,0,0,13,11,0,0,0,0,0,4,16,12,9,10,3,0,0,8,16,16,16,16,14
DIGIT-1065,test,2,0,1,12,16,14,8,0,0,0,4,16,8,10,15,3,0,0,0,0,0,5,16,3,0,0,0,0,1,12,15,0,0,0,0,0,10,16,5,0,0,0,0,5,16,10,0,0,0,0,1,14,15,6,10,11,0,0,0,13,16,16,14,8,1
DIGIT-1066,test,2,0,0,6,16,12,1,0,0,0,0,5,16,13,10,0,0,0,0,0,5,5,15,0,0,0,0,0,0,8,15,0,0,0,0,0,0,13,13,0,0,0,0,0,6,16,9,4,1,0,0,3,16,16,16,16,10,0,0,5,16,11,9,6,2
DIGIT-1067,test,2,0,0,11,11,2,0,0,0,0,3,16,16,8,0,0,0,0,6,12,8,8,0,0,0,0,0,5,6,12,0,0,0,0,0,0,11,9,0,0,0,0,0,0,15,6,3,5,0,0,0,13,16,13,15,9,0,0,1,12,12,12,12,1,0
DIGIT-1068,test,2,0,1,12,16,5,0,0,0,0,7,15,14,11,0,0,0,0,8,13,10,12,0,0,0,0,0,1,12,12,0,0,0,0,0,0,14,9,0,0,0,0,0,4,16,8,4,0,0,0,0,13,16,16,16,9,0,0,2,16,13,11,9,3,0
DIGIT-1069,test,2,0,0,7,15,15,5,0,0,0,6,16,12,16,12,0,0,0,1,7,0,16,10,0,0,0,0,0,10,15,0,0,0,0,0,1,16,7,0,0,0,0,0,10,13,1,5,1,0,0,0,12,12,13,15,3,0,0,0,10,16,13,3,0,0
DIGIT-1070,test,2,0,2,11,16,12,1,0,0,0,9,16,9,16,4,0,0,0,14,7,4,16,1,0,0,0,6,5,9,14,0,0,0,0,0,3,16,5,0,0,0,0,0,13,14,0,0,0,0,0,3,16,11,8,12,9,0,0,2,15,16,16,13,16,1
DIGIT-1071,test,2,0,0,7,15,13,0,0,0,0,9,16,15,16,5,0,0,0,12,16,5,15,6,0,0,0,0,7,2,13,9,0,0,0,0,0,1,16,7,0,0,0,0,0,6,16,4,0,0,0,0,1,15,16,12,15,7,0,0,5,16,14,12,12,11
DIGIT-1072,test,2,0,4,15,15,8,0,0,0,0,8,16,16,16,3,0,0,0,1,0,1,15,5,0,0,0,0,0,0,11,6,0,0,0,0,0,3,15,2,0,0,0,0,4,15,16,14,6,0,0,6,16,16,15,11,3,0,0,7,14,11,0,0,0,0
DIGIT-1073,test,2,0,0,7,16,14,3,0,0,0,0,9,14,11,15,0,0,0,0,1,5,0,15,5,0,0,0,0,0,0,16,5,0,0,0,0,0,3,16,4,0,0,0,0,1,12,14,1,0,0,0,5,12,16,16,14,1,0,0,8,16,14,10,13,3
DIGIT-1074,test,2,0,0,9,16,5,0,0,0,0,6,16,16,15,0,0,0,0,7,16,14,16,2,0,0,0,3,6,12,16,0,0,0,0,0,0,15,12,0,0,0,0,0,7,16,6,1,3,0,0,0,9,16,13,15,8,0,0,0,7,16,16,8,1,0
DIGIT-1075,test,2,0,4,16,15,1,0,0,0,0,6,14,16,4,0,0,0,0,0,0,16,8,0,0,0,0,0,3,16,6,0,0,0,0,0,6,16,1,0,0,0,0,0,13,11,0,0,0,0,0,3,16,16,12,10,5,0,0,3,16,16,16,16,8,0
DIGIT-1076,test,2,0,3,15,15,3,0,0,0,0,8,14,12,10,0,0,0,0,5,11,6,14,0,0,0,0,0,0,7,14,0,0,0,0,0,0,10,12,0,0,0,0,0,0,15,9,0,0,0,0,1,11,16,12,8,5,0,0,5,16,16,16,16,16,0
DIGIT-1077,test,2,0,0,6,16,8,0,0,0,0,0,8,13,16,3,0,0,0,0,2,12,10,8,0,0,0,0,0,0,7,11,0,0,0,0,0,0,9,10,0,0,0,0,0,0,13,7,0,0,0,0,1,10,16,10,8,3,0,0,4,16,16,15,16,16
DIGIT-1078,test,2,0,0,11,16,12,1,0,0,0,3,16,9,16,5,0,0,0,0,6,1,16,10,0,0,0,0,0,5,16,6,0,0,0,0,0,9,15,0,0,0,0,0,3,15,6,0,0,0,0,0,10,16,4,5,8,1,0,0,13,16,16,16,16,6
DIGIT-1079,test,2,0,0,7,16,5,0,0,0,0,0,16,16,11,0,0,0,0,0,10,13,16,1,0,0,0,0,0,13,15,0,0,0,0,0,0,14,13,0,0,0,0,0,12,16,6,4,8,1,0,0,14,16,16,16,16,4,0,0,7,16,15,7,3,0
DIGIT-1080,test,2,0,1,12,14,10,0,0,0,0,5,16,16,16,4,0,0,0,0,0,4,16,4,0,0,0,0,0,7,15,1,0,0,0,0,2,15,9,0,0,0,0,0,9,15,2,0,0,0,0,0,16,14,8,8,3,0,0,0,10,15,13,9,4,0
DIGIT-1081,test,2,0,0,10,16,13,3,0,0,0,0,6,15,12,13,0,0,0,0,0,6,6,16,0,0,0,0,0,0,3,16,1,0,0,0,0,0,7,14,0,0,0,0,0,0,13,8,0,0,0,0,4,15,16,13,8,5,0,0,6,16,10,9,12,15
DIGIT-1082,test,2,0,5,15,16,6,0,0,0,0,11,16,16,11,0,0,0,0,6,10,11,14,0,0,0,0,0,0,7,15,0,0,0,0,0,0,11,11,0,0,0,0,0,3,16,6,0,0,0,0,0,13,16,15,12,11,0,0,6,16,16,16,13,3,0
DIGIT-1083,test,2,0,0,10,16,8,0,0,0,0,4,16,13,16,3,0,0,0,0,12,1,11,6,0,0,0,0,0,0,12,8,0,0,0,0,0,0,14,5,0,0,0,0,0,7,16,6,4,0,0,0,5,16,16,16,16,4,0,0,11,15,9,8,6,0
DIGIT-1084,test,2,0,0,10,15,2,0,0,0,0,7,16,16,6,0,0,0,0,12,13,12,9,0,0,0,0,8,9,13,7,0,0,0,0,0,0,16,5,0,0,0,0,0,6,15,1,0,0,0,0,0,16,14,4,5,8,3,0,0,8,16,16,16,16,9
DIGIT-1085,test,2,0,1,12,16,5,0,0,0,0,11,16,16,13,0,0,0,0,7,6,5,14,2,0,0,0,0,0,0,12,3,0,0,0,0,0,4,13,0,0,0,0,0,1,13,5,0,0,0,0,0,10,16,10,8,4,0,0,0,13,15,16,12,7,0
DIGIT-1086,test,2,0,0,9,16,16,9,0,0,0,5,16,14,15,16,1,0,0,2,11,1,10,15,0,0,0,0,0,1,15,8,0,0,0,0,0,8,15,1,0,0,0,0,6,16,7,8,7,0,0,0,9,16,15,14,2,0,0,0,9,16,13,1,0,0
DIGIT-1087,test,2,0,2,11,16,15,2,0,0,0,12,16,15,16,4,0,0,0,2,3,2,16,4,0,0,0,0,0,10,14,0,0,0,0,0,4,16,5,0,0,0,0,0,12,12,3,11,9,0,0,0,16,16,16,16,6,0,0,0,14,15,12,5,0,0
DIGIT-1088,test,2,0,5,16,15,5,0,0,0,0,2,12,15,16,0,0,0,0,0,0,14,14,2,0,0,0,0,2,16,9,0,0,0,0,0,11,16,2,0,0,0,0,4,16,8,0,0,0,0,0,13,16,11,8,8,3,0,0,6,16,16,16,16,7,0
DIGIT-1089,test,2,0,0,2,12,10,0,0,0,0,0,11,14,14,9,0,0,0,3,15,1,10,9,0,0,0,2,7,0,10,8,0,0,0,0,0,2,16,2,0,0,0,0,0,10,16,6,0,0,0,0,7,16,13,14,16,4,0,0,4,15,0,0,5,4
DIGIT-1090,test,2,0,0,13,14,8,1,0,0,0,1,16,16,16,6,0,0,0,0,3,5,16,8,0,0,0,0,0,9,16,2,0,0,0,0,1,16,9,0,0,0,0,1,16,13,0,0,0,0,0,5,16,11,4,4,0,0,0,1,13,14,12,12,0,0
DIGIT-1091,test,3,0,0,4,12,13,1,0,0,0,0,4,16,16,5,0,0,0,0,9,16,10,0,0,0,0,8,16,16,11,4,0,0,0,0,4,8,16,16,7,0,0,0,0,0,2,14,14,0,0,0,0,4,15,16,11,0,0,0,5,16,14,8,0,0
DIGIT-1092,test,3,0,1,9,15,16,6,0,0,0,13,15,10,16,11,0,0,0,5,3,4,16,7,0,0,0,0,0,8,16,7,0,0,0,0,0,1,13,15,5,0,0,0,0,0,2,13,11,0,0,0,12,5,3,13,14,0,0,0,10,16,16,14,5,0
DIGIT-1093,test,3,0,2,11,16,15,2,0,0,0,12,15,12,16,4,0,0,0,3,3,6,16,2,0,0,0,0,2,15,12,0,0,0,0,0,3,16,16,12,1,0,0,0,0,1,6,15,10,0,0,0,6,12,8,14,11,0,0,1,16,16,16,11,3,0
DIGIT-1094,test,3,0,0,8,16,16,12,0,0,0,0,14,12,10,14,0,0,0,0,3,3,10,10,0,0,0,0,0,8,16,5,0,0,0,0,0,7,16,6,0,0,0,0,4,0,7,14,0,0,0,2,16,5,10,16,0,0,0,0,7,16,16,7,0,0
DIGIT-1095,test,3,0,0,8,16,16,16,3,0,0,0,6,8,8,15,10,0,0,0,0,0,7,16,5,0,0,0,1,10,16,9,0,0,0,0,0,15,16,12,0,0,0,0,0,1,13,16,5,0,0,0,7,8,11,16,2,0,0,0,6,16,16,11,0,0
DIGIT-1096,test,3,0,0,5,15,16,15,1,0,0,10,16,11,8,16,5,0,0,12,10,1,10,15,1,0,0,0,0,8,16,11,1,0,0,0,0,1,10,16,10,0,0,0,0,2,0,7,16,0,0,0,8,13,5,15,12,0,0,0,5,15,16,14,3,0
DIGIT-1097,test,3,0,0,7,15,16,10,0,0,0,0,14,9,10,16,1,0,0,0,2,5,15,14,0,0,0,0,0,11,16,5,0,0,0,0,0,2,16,8,0,0,0,0,0,0,10,13,0,0,0,0,11,9,15,16,1,0,0,0,8,16,16,12,0,0
DIGIT-1098,test,3,0,0,9,16,13,6,0,0,0,0,6,5,16,16,0,0,0,0,0,8,15,5,0,0,0,0,0,5,14,3,0,0,0,0,0,0,9,15,2,0,0,0,0,0,0,11,12,0,0,0,4,8,11,15,12,0,0,0,11,14,12,8,0,0
DIGIT-1099,test,3,0,0,7,13,16,5,0,0,0,6,15,7,6,14,0,0,0,9,5,1,10,9,0,0,0,0,0,8,16,5,0,0,0,0,0,1,6,15,1,0,0,0,0,0,0,1,12,0,0,0,4,5,2,5,13,0,0,0,6,12,16,14,5,0
DIGIT-1100,test,3,0,0,5,12,13,3,0,0,0,4,16,9,8,12,0,0,0,2,3,0,5,11,0,0,0,0,0,3,11,10,0,0,0,0,0,6,14,15,3,0,0,0,0,0,0,7,11,0,0,0,10,6,4,9,11,0,0,0,6,16,16,14,2,0
DIGIT-1101,test,3,0,0,8,13,11,1,0,0,0,4,15,5,12,6,0,0,0,0,0,0,10,4,0,0,0,0,0,6,16,4,0,0,0,0,0,5,13,15,3,0,0,0,1,0,0,7,12,0,0,1,15,8,7,12,12,0,0,0,6,14,16,15,5,0
DIGIT-1102,test,3,0,0,5,14,9,0,0,0,0,1,16,13,16,0,0,0,0,2,13,10,14,0,0,0,0,0,4,16,16,7,0,0,0,0,2,4,5,16,4,0,0,0,0,0,0,14,7,0,0,0,11,8,8,16,4,0,0,0,8,13,15,10,0,0
DIGIT-1103,test,3,0,0,7,15,13,1,0,0,0,8,13,6,15,4,0,0,0,2,1,13,13,0,0,0,0,0,2,15,11,1,0,0,0,0,0,1,12,12,1,0,0,0,0,0,1,10,8,0,0,0,8,4,5,14,9,0,0,0,7,13,13,9,0,0
DIGIT-1104,test,3,0,2,13,16,15,1,0,0,0,7,13,10,16,4,0,0,0,0,0,8,16,2,0,0,0,0,8,16,16,10,0,0,0,0,1,4,10,16,8,0,0,0,0,0,0,16,9,0,0,2,12,6,6,16,6,0,0,1,15,16,16,9,1,0
DIGIT-1105,test,3,0,2,10,16,16,2,0,0,0,10,15,9,16,4,0,0,0,5,3,6,16,2,0,0,0,0,2,15,16,5,0,0,0,0,1,10,14,16,3,0,0,0,5,1,0,13,10,0,0,0,16,13,10,15,11,0,0,0,11,16,16,13,3,0
DIGIT-1106,test,3,0,0,1,9,15,5,0,0,0,0,14,11,5,11,0,0,0,4,15,1,4,14,0,0,0,0,6,1,13,9,0,0,0,0,0,0,10,13,1,0,0,0,0,0,0,8,10,0,0,0,12,9,4,4,15,0,0,0,1,10,16,15,11,1
DIGIT-1107,test,3,0,0,8,15,16,6,0,0,0,0,13,13,13,13,0,0,0,0,2,6,16,9,0,0,0,0,0,3,16,2,0,0,0,0,0,0,10,10,0,0,0,0,0,0,5,15,0,0,0,0,7,4,11,16,1,0,0,0,7,16,16,8,0,0
DIGIT-1108,test,3,0,0,10,16,15,7,0,0,0,6,16,6,10,16,2,0,0,8,6,5,15,12,0,0,0,0,0,13,16,2,0,0,0,0,0,5,16,4,0,0,0,0,0,0,10,16,0,0,0,0,0,1,11,16,1,0,0,0,11,16,16,8,1,0
DIGIT-1109,test,3,0,0,15,16,13,6,0,0,0,0,12,12,14,13,0,0,0,0,0,0,11,9,0,0,0,0,1,11,15,2,0,0,0,0,8,16,16,12,1,0,0,1,8,4,9,16,3,0,0,5,14,7,10,15,1,0,0,2,12,16,14,6,0,0
DIGIT-1110,test,3,0,0,5,12,16,10,0,0,0,8,15,5,12,13,0,0,0,0,0,3,16,4,0,0,0,0,0,5,16,3,0,0,0,0,0,2,15,8,0,0,0,0,0,0,2,14,7,0,0,0,0,0,0,13,11,0,0,0,5,16,16,11,3,0
DIGIT-1111,test,3,0,0,1,7,12,3,0,0,0,4,16,12,12,10,0,0,0,14,9,0,11,8,0,0,0,7,5,0,15,4,0,0,0,0,0,2,14,7,0,0,0,0,0,0,2,13,9,0,0,0,5,10,4,0,14,5,0,0,1,9,15,16,16,8
DIGIT-1112,test,3,0,3,16,16,14,7,1,0,0,1,9,9,15,16,4,0,0,0,0,7,16,12,1,0,0,0,0,9,16,2,0,0,0,0,0,3,15,7,0,0,0,0,0,0,9,15,0,0,0,1,10,10,16,16,3,0,0,2,13,16,12,5,0,0
DIGIT-1113,test,3,0,1,8,14,15,2,0,0,0,2,13,9,14,8,0,0,0,0,0,0,12,9,0,0,0,0,2,13,13,0,0,0,0,0,3,15,16,6,0,0,0,1,1,0,12,14,0,0,0,5,13,5,6,16,1,0,0,1,9,12,13,9,0,0
DIGIT-1114,test,3,0,1,10,15,11,1,0,0,0,3,8,8,11,12,0,0,0,0,0,5,14,15,1,0,0,0,0,11,15,2,0,0,0,0,0,4,15,2,0,0,0,0,0,0,12,10,0,0,0,0,3,4,10,16,1,0,0,0,13,16,15,10,0,0
DIGIT-1115,test,3,0,1,12,15,5,0,0,0,0,4,15,8,15,3,0,0,0,0,3,1,14,4,0,0,0,0,4,14,16,1,0,0,0,0,1,10,14,15,4,0,0,0,0,0,0,12,8,0,0,4,8,4,10,16,4,0,0,2,12,16,13,6,0,0
DIGIT-1116,test,3,0,4,14,16,16,12,1,0,0,2,12,7,14,16,6,0,0,0,0,5,16,10,0,0,0,0,0,4,16,7,0,0,0,0,0,4,16,6,0,0,0,0,0,1,15,11,0,0,0,1,8,10,16,10,0,0,0,5,16,16,15,1,0,0
DIGIT-1117,test,3,0,1,10,16,16,8,0,0,0,10,16,13,16,12,0,0,0,1,3,3,16,9,0,0,0,0,0,13,14,1,0,0,0,0,2,16,16,12,3,0,0,0,0,5,11,16,11,0,0,0,2,7,14,16,6,0,0,0,11,16,13,5,0,0
